# Entity to Wikidata ID Mapping
# Format: original_entity_name	wikidata_id	label	description	similarity_score

Floyd Mayweather Jr.	Q318204	Floyd Mayweather	Indú boxer	1.000
Ford Prefect	Q928321	Ford Prefect	character from The Hitchhiker's Guide to the Galaxy	1.000
Formosus	Q170499	Formosus	pope	1.000
Formosus being found guilty	NO_MATCH	N/A	N/A	0.000
Fossils of desmothoracids	NO_MATCH	N/A	N/A	0.000
France	Q142	France	country in Western Europe and other continents (through its overseas territories in America, Africa and Oceania)	1.000
France cede its North American territories to Great Britain	NO_MATCH	N/A	N/A	0.000
France in the 17th century	NO_MATCH	N/A	N/A	0.000
Francisco Pizarro	Q44741	Francisco Pizarro	Spanish conquistador who conquered the Inca Empire	1.000
Franco Rasetti	Q1249138	Franco Rasetti	Italian nuclear physicist, paleontologist, and university teacher (1901–2001)	1.000
Frank Mann Field	NO_MATCH	N/A	N/A	0.000
Franz Kafka	Q905	Franz Kafka	Bohemian writer from Prague (1883–1924)	1.000
François Mitterrand	Q2038	François Mitterrand	21st President of the French Republic from 1981 to 1995	1.000
Frederick Barbarossa	Q79789	Frederick Barbarossa	Holy Roman Emperor from 1155 to 1190	1.000
Frederick I	Q79789	Frederick Barbarossa	Holy Roman Emperor from 1155 to 1190	1.000
Frederik Pohl	Q312641	Frederik Pohl	American science fiction writer and editor (1919–2013)	1.000
French	Q150	French	Romance language	1.000
French and Indian War	Q154697	French and Indian War	North American theatre of the worldwide Seven Years' War	1.000
French explorer	Q28094643	French Explorer's Council with the Indians	painting by Frederic Remington	0.620
French forces	Q477986	French Armed Forces	combined military forces of France	1.000
French playing cards	Q2688165	Piquet cards	one of the playing cards 7, 8, 9, 10, jack, queen, king and ace	1.000
French princess	NO_MATCH	N/A	N/A	0.000
French statesman	NO_MATCH	N/A	N/A	0.000
French-speaking	Q2470685	Francophone Africa	regions in Africa where French is spoken	0.999
Frodo Baggins on his quest to destroy the One Ring	NO_MATCH	N/A	N/A	0.000
Frodo Baggins' closest friend	NO_MATCH	N/A	N/A	0.000
Frodo Baggins' gardener	NO_MATCH	N/A	N/A	0.000
Gaius Marius	Q177975	Gaius Marius	Roman general, statesman and military reformer (157-86 BC)	1.000
Galicia	Q3908	Galicia	autonomous community of Spain	1.000
Geddy Lee	Q320895	Geddy Lee	Canadian musician	1.000
Gelati Monastery	Q679979	Gelati Monastery	monastery in Georgia, Caucasus	1.000
General Boris Sheremetev	NO_MATCH	N/A	N/A	0.000
General Carl Gustav Rehnskiöld	NO_MATCH	N/A	N/A	0.000
Geoffrey Plantagenet	Q1357271	Geoffrey	Archbishop of York	1.000
Geophysicists	Q59047395	Geophysicists wanted	scientific article published in Nature	0.858
Geophysics	Q46255	geophysics	study of physical processes and phenomena occurring in the Earth and in its vicinity, and of their characteristics	1.000
George Cukor	Q56014	George Cukor	American film director and producer (1899–1983)	1.000
George S. Kaufman	Q163662	George S. Kaufman	American writer (1889-1961)	1.000
George Whitefield	Q314399	George Whitefield	English minister and preacher	1.000
Georgia's culture	NO_MATCH	N/A	N/A	0.000
Georgia's history	NO_MATCH	N/A	N/A	0.000
German Winter Line	NO_MATCH	N/A	N/A	0.000
Giant trillium	Q20511173	Giant Trillium (Trillium chloropetalum)	painting by Mary Vaux Walcott	0.598
Giant wakerobin	NO_MATCH	N/A	N/A	0.000
Giara di Gesturi plateau	NO_MATCH	N/A	N/A	0.000
Gilbert Plains	Q18702171	Gilbert Plains	rural municipality in Manitoba, Canada	1.000
Goal of perennialism	NO_MATCH	N/A	N/A	0.000
Gordon Michael Woolvett	Q1346972	Gordon Michael Woolvett	Canadian actor	1.000
Gothic army	NO_MATCH	N/A	N/A	0.000
Gothic forces	NO_MATCH	N/A	N/A	0.000
Gothic-style	Q176483	Gothic architecture	style of architecture	1.000
Graham Chapman	Q105188196	Graham Chapman	QC 2014	1.000
Great Barrier Reef	Q7343	Great Barrier Reef	over 2300 km long coral reef off Australia's northeast coast, UNESCO World Heritage Site	1.000
Great Barrier Reef Marine Park	Q938159	Great Barrier Reef Marine Park	protected area of Queensland, Australia	1.000
Great Barrier Reef Marine Park Authority	Q21532850	Great Barrier Reef Marine Park Authority	Australian government body, 1975-	1.000
Great Britain	Q23666	Great Britain	island in the North Atlantic Ocean off the northwest coast of continental Europe	1.000
Great Northern War	Q151616	Great Northern War	conflict between anti-Swedish coalition Led by Russia and Swedish empires in 1700–1721	1.000
Great Plains region	Q124394521	Great Plains Regional Herbarium Network	information portal of the Consortium of Northern Great Plains Herbaria	0.756
Great Plains region of North America	NO_MATCH	N/A	N/A	0.000
Greece	Q41	Greece	country in Southeast Europe	1.000
Greek	Q9129	Greek	Indo-European language	1.000
Greek culture	Q12766502	Greek culture	overview of the culture of Greeks	1.000
Greek mythology	Q34726	Greek mythology	myths of ancient Greece	1.000
Greek words "teichos" meaning wall and "skopein" meaning to look at	NO_MATCH	N/A	N/A	0.000
Green Day	Q47871	Green Day	American rock band	1.000
Gregory Chaitin	Q930837	Gregory Chaitin	Argentinian mathematician and computer scientist	1.000
Grigori Perelman	Q117346	Grigori Perelman	Russian mathematician (born 1966)	1.000
Grigori Perelman's proof	NO_MATCH	N/A	N/A	0.000
Grigori Perelman's work	NO_MATCH	N/A	N/A	0.000
Grotta di Nettuno cave system	NO_MATCH	N/A	N/A	0.000
Gulf Coast region of the United States	NO_MATCH	N/A	N/A	0.000
Gunditjmara Traditional Owners and Parks Victoria	NO_MATCH	N/A	N/A	0.000
Gödel's completeness theorem	Q902052	Gödel's completeness theorem	fundamental theorem in mathematical logic	1.000
Gödel's incompleteness theorems	Q200787	Gödel's incompleteness theorems	theorem that a wide class of logical systems cannot be both consistent and complete	1.000
Hadrian's Wall	Q57357	Hadrian's Wall	defensive fortification in Roman Britain	1.000
Haitian	Q790	Haiti	country in the Caribbean Sea	1.000
Halirrhothius	Q592348	Halirrhothius	son of Poseidon in Greek mythology	1.000
Hans Freudenthal	Q77506	Hans Freudenthal	Dutch mathematician (1905–1990)	1.000
Harve Foster	Q3128017	Harve Foster	film director and producer	1.000
Hawkwind	Q285966	Hawkwind	English rock band	1.000
Henri Poincaré	Q81082	Henri Poincaré	French mathematician, physicist and engineer (1854–1912)	1.000
Henry	Q1158477	Henry	male given name	1.000
Henry Hudson	Q179167	Henry Hudson	English explorer b1565	1.000
Henry VII	Q223893	Henry VII	Wikimedia disambiguation page	1.000
Hermann Broch	Q84150	Hermann Broch	Austrian writer (1886-1951)	1.000
Heroin	Q62024745	Heroin	vocal track by The Velvet Underground & Nico	1.000
Hollywood's Golden Age	NO_MATCH	N/A	N/A	0.000
Holy Roman Emperor	Q181765	Holy Roman Emperor	emperor of the Holy Roman Empire	1.000
Homer's Iliad	Q132198778	Homer's Iliad	creative work by Barry Smylie	1.000
House of Plantagenet	Q106151	House of Plantagenet	English royal dynasty in medieval England	1.000
Hoy	Q5922741	Hoy	family name	1.000
Hubble Space Telescope	Q2513	Hubble Space Telescope	NASA and ESA space telescope (launched 1990)	1.000
Human Torch	Q584585	Human Torch	fictional character in Marvel Comics	1.000
Human skin color	Q853516	human skin color	skin color of an individual as a result of genetics	1.000
IT departments	NO_MATCH	N/A	N/A	0.000
Iain M. Banks	Q312579	Iain Banks	Scottish writer (1954–2013)	1.000
Ideal gas law	Q191785	ideal gas law	equation of state of a hypothetical ideal gas	1.000
Illyria	Q55261775	Illyria	genus of insects	1.000
Imereti	Q200045	Imereti	region of Georgia	1.000
Indriidae	Q175626	Indriidae	family of mammals	1.000
Inside plant	Q6037912	Inside plant	telecommunications term for equipment inside buildings	1.000
Intercalation	Q1225911	intercalation	insertion of a leap day, week, or month into some calendar years to make the calendar follow the seasons or moon phases	1.000
Intercharacter interval	Q6045719	Intercharacter interval	time interval telecommunications technique	1.000
International Boxing Federation	Q742944	International Boxing Federation	one of four major organizations which sanctions professional boxing bouts	1.000
Internet Engineering Task Force	Q217082	Internet Engineering Task Force	Open Internet standards organization	1.000
Internet Explorer	Q1575	Internet Explorer	discontinued web browser by Microsoft	1.000
Internet Explorer with Microsoft Edge	NO_MATCH	N/A	N/A	0.000
Interstate Commerce Act of 1887	Q6057024	Interstate Commerce Act of 1887	United States federal law	1.000
Interstate Commerce Commission	Q1647715	Interstate Commerce Commission	regulatory agency in the United States created by the Interstate Commerce Act of 1887	1.000
Investiture Controversy	Q154764	Investiture controversy	conflict between church and state in medieval Europe over the ability to appoint local church officials	1.000
Invisible Woman	Q510450	Invisible Woman	fictional character in Marvel Comics	1.000
Iolanthe	Q1281924	HMS Iolaire	1881 steam yacht	1.000
Ireland	Q27	Ireland	country in Northwestern Europe	1.000
Irving Thalberg	Q438472	Irving Thalberg	American film producer (1899-1936)	1.000
Isaac Abendana	Q10303764	Isaac Abendana	Jewish professor in England, 1600s	1.000
Isaac Asimov	Q34981	Isaac Asimov	American writer and biochemist (1920–1992)	1.000
Islam	Q432	Islam	Abrahamic religion founded by Muhammad	1.000
Islamic extremists	Q19072238	Islamic Extremists Find Unwitting Allies in Central Asian Dictatorships		0.404
Italian cuisine	Q192786	Italian cuisine	culinary traditions of Italy	1.000
Italy	Q38	Italy	country in Southern Europe	1.000
J. Robert Oppenheimer	Q132537	Robert Oppenheimer	American theoretical physicist, known as "father of the atomic bomb" (1904–1967)	1.000
J.R.R. Tolkien	Q892	J. R. R. Tolkien	English writer and philologist (1892–1973)	1.000
Jack Norworth	Q709490	Jack Norworth	American songwriter, singer and vaudeville performer (1879-1959)	1.000
Jacob	Q25999604	Jacob	male given name	1.000
James	Q677191	James	male given name	1.000
James I	Q628624	James I	Count of Ponthieu and Count of La Marche	1.000
Jean-Michel Basquiat	Q155407	Jean-Michel Basquiat	American artist (1960–1988)	1.000
Jeanette MacDonald	Q237030	Jeanette MacDonald	American singer and actress (1903-1965)	1.000
Jennifer Lopez	Q40715	Jennifer Lopez	American singer and actress (born 1969)	1.000
Jews	Q37040100	Jews	family name	1.000
Jimsonweed	Q18689879	Jimsonweed	Finnish band	1.000
Jocasta	Q107561603	Jocasta	given name	1.000
Joe Orton	Q368866	Joe Orton	English playwright (1933–1967)	1.000
Joe Satriani	Q194287	Joe Satriani	American guitarist (born 1956)	1.000
Johann Mühlegg	Q702885	Johann Mühleg	Spanish cross country skier	1.000
John Cleese	Q25014	John Cleese	English comedian and actor (born 1939)	1.000
John Frederick	Q1378188	Frederick Schiller Faust	American novelist, and short story writer (1892–1944)	1.000
John Philoponus	Q317632	John Philoponus	Byzantine philologist and philosopher (c. 490–c. 570)	1.000
John of Gaunt	Q193752	John of Gaunt	English magnate of the House of Plantagenet (1340-1399)	1.000
Johnny's friendship with Uncle Remus	NO_MATCH	N/A	N/A	0.000
Jordan	Q14021944	Jordan	unisex given name	1.000
José Saramago	Q37060	José Saramago	Portuguese novelist (1922–2010)	1.000
Judith of Flanders	Q429927	Judith of Flanders	queen consort of Wessex and countess of Flanders	1.000
July 29, 1953	Q69281058	July 29, 1953	date in Gregorian calendar	1.000
July 4, 1896	Q69250674	July 4, 1896	date in Gregorian calendar	1.000
Jupiter	Q37530492	Jupiter	family name	1.000
Justin 'Firefly' Clarke	NO_MATCH	N/A	N/A	0.000
Kainai	Q120115083	Kainai	film directed by Raoul Fox	1.000
Karl Gottlob Zumpt	Q69294	Karl Gottlob Zumpt	German classical philologist (1792–1849)	1.000
Karlovy Vary International Film Festival	Q332869	Karlovy Vary International Film Festival	annual film festival held in Karlovy Vary, Czech Republic	1.000
Karlovy Vary, Czech Republic	NO_MATCH	N/A	N/A	0.000
Katharine Hepburn	Q56016	Katharine Hepburn	American actress (1907–2003)	1.000
Katherine Swynford	Q259077	Katherine Swynford	Third wife of John of Gaunt, Duke of Lancaster	1.000
Kenneth Halliwell	Q1738867	Kenneth Halliwell	actor, writer (1926–1967)	1.000
King Cniva	NO_MATCH	N/A	N/A	0.000
King Edward III	Q28042995	King Edward III	painting by anonymous painter	1.000
King Henry I of England	Q101384	Henry I of England	King of England (1068–1135)	1.000
King Henry II of England	Q102140	Henry II of England	English king	1.000
King Laius of Thebes	NO_MATCH	N/A	N/A	0.000
King Priam of Troy	NO_MATCH	N/A	N/A	0.000
King Sancho VI of Navarre	NO_MATCH	N/A	N/A	0.000
King of England in 1154	NO_MATCH	N/A	N/A	0.000
King of the Visigoths	Q22953238	king of Wisigoths		1.000
King Æthelwulf	Q272326	Æthelwulf	King of Wessex	1.000
Kingdom of Aragon	Q199442	Kingdom of Aragon	medieval and early modern kingdom in the Iberian Peninsula (1035-1707)	1.000
Kingdom of Castile in 1479	NO_MATCH	N/A	N/A	0.000
Kiribati	Q710	Kiribati	island sovereign state in the central Pacific Ocean	1.000
Kirk Hammett	Q484030	Kirk Hammett	American guitarist	1.000
Knowbot	Q6423196	Knowbot	computer based technology for collecting, storing and using information for specific purposes	1.000
Knowbot Information Service (KIS)	NO_MATCH	N/A	N/A	0.000
Knowbots	NO_MATCH	N/A	N/A	0.000
Kurdish people	Q12223	Kurds	ethnic group in western Asia	1.000
Kurds	Q12223	Kurds	ethnic group in western Asia	1.000
La cocina española	Q108561297	La cocina española antigua		0.818
La dieta mediterránea	Q47564	Mediterranean diet	diet typical of the Mediterranean region, or cultural heritage	1.000
Lacrimosa	Q625529	Lacrimosa	German-Swiss metal band	1.000
LambdaMOO	Q6481091	LambdaMOO	text based online virtual world	1.000
Lancastrian dynasty	NO_MATCH	N/A	N/A	0.000
Latin	Q397	Latin	Indo-European language of the Italic branch	1.000
Latin America	Q12585	Latin America	region of the Americas where Romance languages are primarily spoken	1.000
Latin term	NO_MATCH	N/A	N/A	0.000
Laurent polynomial	Q1701125	Laurent polynomial	polynomial with finitely many terms of the form axⁿ where n ∈ ℤ	1.000
Le Mans Cathedral	Q1563071	Le Mans Cathedral	cathedral located in Sarthe, in France	1.000
Leap year	Q19828	leap year	type of year that has 366 days, instead of 365 for a common year	1.000
Lethe	Q768932	Lethe	genus of insects	1.000
Liber Iudiciorum in 7th century	NO_MATCH	N/A	N/A	0.000
Lincos	Q676619	Lincos	constructed language	1.000
List of Aragonese monarchs	Q238179	list of Aragonese monarchs	Wikimedia list of persons by position held	1.000
List of Italian dishes	Q2122098	list of Italian dishes	Wikimedia list article	1.000
List of tourist attractions in Sardinia	Q6643513	list of tourist attractions in Sardinia	Wikimedia list article	1.000
Logudorese Sardinian	Q777974	Logudorese	dialect of the Sardinian language	1.000
London	Q84	London	capital and largest city of England and the United Kingdom	1.000
Los platos más populares	NO_MATCH	N/A	N/A	0.000
Lowell Sherman	Q2058654	Lowell Sherman	actor, director (1885-1934)	1.000
Lower Canada	Q1134180	Lower Canada	19th century British colony in present-day Quebec	1.000
Lucanians in southern Italy	NO_MATCH	N/A	N/A	0.000
Lucius Cornelius Cinna	Q171083	Lucius Cornelius Cinna	Roman consul 83 BC and father-in-law of Julius Caesar	1.000
Lysenko	Q37466435	Lysenko	family name (Lysenko)	1.000
Lysenko's legacy	NO_MATCH	N/A	N/A	0.000
MHD models	Q68313746	MHD models for PNe	scholarly article	0.781
MLB champion	NO_MATCH	N/A	N/A	0.000
MacDonald and Eddy as a popular on-screen duo	NO_MATCH	N/A	N/A	0.000
MacGuffin	Q124067686	MacGuffin	2016 video game	1.000
MacGuffin in "North by Northwest"	NO_MATCH	N/A	N/A	0.000
MacGuffin in "Psycho"	NO_MATCH	N/A	N/A	0.000
MacGuffins in many of his movies	NO_MATCH	N/A	N/A	0.000
Macedon	Q221	North Macedonia	country in southeastern Europe	1.000
Madagascar	Q1019	Madagascar	island sovereign state off the coast of Southeast Africa, in the Indian Ocean	1.000
Maddalena Archipelago	Q575828	Maddalena archipelago	group of islands in Italy off the north coast of Sardinia	1.000
Mae West	Q202878	Mae West	American actress, singer, screenwriter, and writer (1893–1980)	1.000
Magnetohydrodynamics	Q2549249	magnetohydrodynamics	study of the interaction of electrically conducting fluids with magnetic fields	1.000
Major League Baseball	Q1163715	Major League Baseball	North American professional baseball league	1.000
Malayalam	Q36236	Malayalam	Dravidian language of Southern India	1.000
Mallorca	Q8828	Mallorca	island in the Mediterranean Sea	1.000
Manhattan Project	Q127050	Manhattan Project	World War 2 American R&D program that produced the first nuclear weapons	1.000
Manilkara	Q309947	Manilkara	genus of plants	1.000
Mantophasmatidae	Q13560459	Mantophasmatidae	family of insects	1.000
Mao Dun	Q358494	Mao Dun	Chinese writer (1896-1981)	1.000
March 27, 1981	Q69294714	March 27, 1981	date in Gregorian calendar	1.000
March 5th in Cornwall	NO_MATCH	N/A	N/A	0.000
Mark Antony	Q51673	Mark Antony	Roman politician and general (83 BC – 30 BC)	1.000
Martin Luther	Q9554	Martin Luther	German priest and theologian (1483–1546)	1.000
Marvel Comics	Q173496	Marvel Comics	company that publishes comic books and related media	1.000
Mary Fiore	NO_MATCH	N/A	N/A	0.000
Mary Wollstonecraft	Q101638	Mary Wollstonecraft	English writer and intellectual (1759–1797)	1.000
Mater lectionis	Q761278	mater lectionis	representation of vowels as independent letters where they would otherwise be indicated by optional diacritics in a given orthography	1.000
Matthew McConaughey	Q188955	Matthew McConaughey	American actor	1.000
Mausoleum of the First Qin Emperor	Q910180	Mausoleum of the First Qin Emperor	mausoleume	1.000
Maximilian II Emanuel	Q57628	Maximilian II Emanuel, Elector of Bavaria	Ruler of the Electorate of Bavaria from 1679 to 1726	0.719
May 896	NO_MATCH	N/A	N/A	0.000
MeatballWiki	Q1632463	MeatballWiki	Wiki dedicated to online communities	1.000
Mediterranean region	Q72499	Mediterranean Basin	loosely defined region of lands around the Mediterranean Sea	1.000
Melanchthon	Q111644903	Melanchthon	family name	1.000
Melanin	Q187526	melanin	group of natural pigments found in most organisms	1.000
Melanocytes	Q247101	melanocyte	melanin-producing cell type often on the skin	1.000
